DateTime,PlatformType,Speed_km_hr,Distance_1_sec,PlatformName,SymbologyCode,EstimatedPoints,BEARING,POINT_X,POINT_Y,POINT_Z,DateTimeSim,COUNTSim,ORIG_FID,Division,Qualification,Source,Battery
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.226300050985117,-81.661970458360145,29.206327985724958,0.000000000000000,6/10/2025 8:31:00,17,1114,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709868941408331,-81.700275474576202,29.238993169524189,0.000000000000000,6/10/2025 8:31:00,17,1203,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,170.537587364210367,-81.713317657842154,29.200409739900380,0.000000000000000,6/10/2025 8:31:00,17,2244,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.422378944297577,-81.660708654169341,29.201084300917064,0.000000000000000,6/10/2025 8:31:00,17,3012,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.054938044828646,-81.709384316098692,29.222065778381751,0.000000000000000,6/10/2025 8:31:00,17,3098,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119587286517,-81.662188664532536,29.205321488271959,0.000000000000000,6/10/2025 8:31:00,17,3209,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.087348615634539,-81.661438780577768,29.205012628219649,0.000000000000000,6/10/2025 8:31:00,17,3331,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.961501657427277,-81.661014977884605,29.204125633877286,0.000000000000000,6/10/2025 8:31:00,17,3446,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Peterson, Q",,17.482584263958525,11.164924579255725,-81.650333321046915,29.225922617907930,0.000000000000000,6/10/2025 8:31:00,17,3542,Division A,FFT2,ArcGIS,
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,0.000000000000000,-81.660399622033523,29.202933040086091,0.000000000000000,6/10/2025 8:31:00,17,3559,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,14.038744755482426,-81.650342473981340,29.225991805568295,0.000000000000000,6/10/2025 8:31:00,17,3655,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.379077726120215,-81.708602714427855,29.222552267576990,0.000000000000000,6/10/2025 8:31:00,17,3677,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,3.691275253029829,-81.650353048050547,29.226110761291412,0.000000000000000,6/10/2025 8:31:00,17,3772,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.178113874628679,-81.660651014667465,29.202393624683392,0.000000000000000,6/10/2025 8:31:00,17,3811,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.444976954676093,-81.709331467312211,29.223887877396201,0.000000000000000,6/10/2025 8:31:00,17,3913,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,169.990028784853678,-81.709056952941168,29.224933655886307,0.000000000000000,6/10/2025 8:31:00,17,4020,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,35.537278139214465,-81.660554476317131,29.201790229595037,0.000000000000000,6/10/2025 8:31:00,17,4115,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,358.833948566897448,-81.660812719503440,29.200584303879975,0.000000000000000,6/10/2025 8:31:01,18,26,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.726591202378700,-81.709614561492529,29.219575724810984,0.000000000000000,6/10/2025 8:31:01,18,95,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784249620416574,-81.716486143410023,29.198085506211179,0.000000000000000,6/10/2025 8:31:01,18,284,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,100.619401866120995,-81.705585210506428,29.180060075871150,0.000000000000000,6/10/2025 8:31:01,18,442,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,86.424180258357978,-81.674121352065825,29.176132929999063,0.000000000000000,6/10/2025 8:31:01,18,684,,,External,
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,267.799383765660821,-81.708675335133748,29.219907425350275,0.000000000000000,6/10/2025 8:31:01,18,903,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,181.973630803293474,-81.707714544716552,29.221221637537372,0.000000000000000,6/10/2025 8:31:01,18,1002,Division C,FFT2,External,67
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.226300050985117,-81.661976732194077,29.206339850889460,0.000000000000000,6/10/2025 8:31:01,18,1115,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709836807158410,-81.700325957200221,29.238839502120339,0.000000000000000,6/10/2025 8:31:01,18,1204,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,170.537903857123865,-81.713286890543685,29.200248596477309,0.000000000000000,6/10/2025 8:31:01,18,2245,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.425810052928398,-81.660709588417248,29.201097345267303,0.000000000000000,6/10/2025 8:31:01,18,3013,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.053268485637886,-81.709391587062584,29.222054356424884,0.000000000000000,6/10/2025 8:31:01,18,3099,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119587286517,-81.662195710019333,29.205333019518463,0.000000000000000,6/10/2025 8:31:01,18,3210,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.087348615634539,-81.661448586587412,29.205022504221933,0.000000000000000,6/10/2025 8:31:01,18,3332,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.962735703846022,-81.661020352504949,29.204137831766840,0.000000000000000,6/10/2025 8:31:01,18,3447,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Peterson, Q",,17.482584263958525,12.530299168287073,-81.650330073637164,29.225935372166699,0.000000000000000,6/10/2025 8:31:01,18,3543,Division A,FFT2,ArcGIS,
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,0.000000000000000,-81.660399622033523,29.202946108509341,0.000000000000000,6/10/2025 8:31:01,18,3560,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,14.035409734688869,-81.650338842990976,29.226004481422500,0.000000000000000,6/10/2025 8:31:01,18,3656,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.381822996620201,-81.708599955701615,29.222539425090361,0.000000000000000,6/10/2025 8:31:01,18,3678,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,3.691275333420336,-81.650352084158257,29.226123800887994,0.000000000000000,6/10/2025 8:31:01,18,3773,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.178113874628679,-81.660650183725835,29.202406673571854,0.000000000000000,6/10/2025 8:31:01,18,3812,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.440701991450055,-81.709327200314618,29.223875353371476,0.000000000000000,6/10/2025 8:31:01,18,3914,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,169.993414221605576,-81.709054351420107,29.224920788611257,0.000000000000000,6/10/2025 8:31:01,18,4021,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,35.537278139214465,-81.660546181273801,29.201801045314035,0.000000000000000,6/10/2025 8:31:01,18,4116,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,355.912423711255201,-81.660813785803683,29.200597339668111,0.000000000000000,6/10/2025 8:31:02,19,27,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.723616646826258,-81.709629413339130,29.219574069767017,0.000000000000000,6/10/2025 8:31:02,19,96,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784249634794207,-81.716495481397402,29.198042709912333,0.000000000000000,6/10/2025 8:31:02,19,285,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,100.619401869661090,-81.705536158898653,29.180052045303164,0.000000000000000,6/10/2025 8:31:02,19,443,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,86.424116010523946,-81.674071542279947,29.176135647743141,0.000000000000000,6/10/2025 8:31:02,19,685,,,External,
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,267.795816164032090,-81.708690295676490,29.219906922801808,0.000000000000000,6/10/2025 8:31:02,19,904,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,181.977185132940008,-81.707715060349543,29.221208578500754,0.000000000000000,6/10/2025 8:31:02,19,1003,Division C,FFT2,External,67
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.226300050985117,-81.661983006028024,29.206351716836696,0.000000000000000,6/10/2025 8:31:02,19,1116,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709868941408331,-81.700347823990867,29.238677316244420,0.000000000000000,6/10/2025 8:31:02,19,1205,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,170.537632578306443,-81.713256123245202,29.200087453585116,0.000000000000000,6/10/2025 8:31:02,19,2246,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.422593471269522,-81.660710522665141,29.201110388831680,0.000000000000000,6/10/2025 8:31:02,19,3014,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.054937988852942,-81.709398858026503,29.222042934466732,0.000000000000000,6/10/2025 8:31:02,19,3100,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119587286517,-81.662202755506101,29.205344550763730,0.000000000000000,6/10/2025 8:31:02,19,3211,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.087348615634539,-81.661458391698744,29.205032380223216,0.000000000000000,6/10/2025 8:31:02,19,3333,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.962735703846022,-81.661025727125278,29.204150029654894,0.000000000000000,6/10/2025 8:31:02,19,3448,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,0.000000000000000,-81.660399622033523,29.202959177715005,0.000000000000000,6/10/2025 8:31:02,19,3561,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,14.035409610449179,-81.650335212000584,29.226017157275084,0.000000000000000,6/10/2025 8:31:02,19,3657,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.378444146655653,-81.708597196077065,29.222526581818119,0.000000000000000,6/10/2025 8:31:02,19,3679,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,3.691054018377358,-81.650351120265952,29.226136839698942,0.000000000000000,6/10/2025 8:31:02,19,3774,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.181546323868702,-81.660649353682487,29.202419722458647,0.000000000000000,6/10/2025 8:31:02,19,3813,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.444977027656307,-81.709322934215322,29.223862828561291,0.000000000000000,6/10/2025 8:31:02,19,3915,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,169.990028784853678,-81.709051749000722,29.224907921334598,0.000000000000000,6/10/2025 8:31:02,19,4022,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,33.801122443067186,-81.660541446253930,29.201813444221390,0.000000000000000,6/10/2025 8:31:02,19,4117,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,355.915852841917513,-81.660814853002236,29.200610375454591,0.000000000000000,6/10/2025 8:31:03,20,28,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.726591202378700,-81.709644264287405,29.219572415506978,0.000000000000000,6/10/2025 8:31:03,20,97,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784056646881112,-81.716504819384781,29.197999914379807,0.000000000000000,6/10/2025 8:31:03,20,286,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,100.619401866120995,-81.705487107290878,29.180044015518867,0.000000000000000,6/10/2025 8:31:03,20,444,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,86.424116010523946,-81.674021733392394,29.176138366271520,0.000000000000000,6/10/2025 8:31:03,20,686,,,External,
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,267.799251758410435,-81.708705257117543,29.219906421037400,0.000000000000000,6/10/2025 8:31:03,20,905,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,181.973630803293474,-81.707715575982505,29.221195519462409,0.000000000000000,6/10/2025 8:31:03,20,1004,Division C,FFT2,External,67
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.226300050985117,-81.661989279861970,29.206363582782572,0.000000000000000,6/10/2025 8:31:03,20,1117,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709868941408331,-81.700369690781514,29.238515129327645,0.000000000000000,6/10/2025 8:31:03,20,1206,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,170.537632574937817,-81.713225356845058,29.199926309655524,0.000000000000000,6/10/2025 8:31:03,20,2247,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.422379008206576,-81.660711456014724,29.201123432394439,0.000000000000000,6/10/2025 8:31:03,20,3015,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.054937988852942,-81.709406128990423,29.222031511723326,0.000000000000000,6/10/2025 8:31:03,20,3101,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119764316534,-81.662209801891180,29.205356082007700,0.000000000000000,6/10/2025 8:31:03,20,3212,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.084750971980498,-81.661468197708373,29.205042255439473,0.000000000000000,6/10/2025 8:31:03,20,3334,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.962735703846022,-81.661031101745635,29.204162226757415,0.000000000000000,6/10/2025 8:31:03,20,3449,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,0.000000000000000,-81.660399622033523,29.202972246919003,0.000000000000000,6/10/2025 8:31:03,20,3562,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,14.035409734688869,-81.650333440522843,29.226030033035954,0.000000000000000,6/10/2025 8:31:03,20,3658,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.381822996620201,-81.708594437350826,29.222513739328257,0.000000000000000,6/10/2025 8:31:03,20,3680,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,3.691275333420336,-81.650350040490977,29.226149870668628,0.000000000000000,6/10/2025 8:31:03,20,3775,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.181546309653413,-81.660648522740857,29.202432771343823,0.000000000000000,6/10/2025 8:31:03,20,3814,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.441681822582325,-81.709318667217715,29.223850304533553,0.000000000000000,6/10/2025 8:31:03,20,3916,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,169.993414158546130,-81.709049147479675,29.224895054056319,0.000000000000000,6/10/2025 8:31:03,20,4023,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,18.433861619465333,-81.660536712132398,29.201825842343133,0.000000000000000,6/10/2025 8:31:03,20,4118,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,355.912423775126399,-81.660815919302493,29.200623412023592,0.000000000000000,6/10/2025 8:31:04,21,29,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.723616638716408,-81.709659116133992,29.219570760462947,0.000000000000000,6/10/2025 8:31:04,21,98,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784249620416574,-81.716514157372160,29.197957118829471,0.000000000000000,6/10/2025 8:31:04,21,287,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,100.619401866120995,-81.705438055683118,29.180035985733959,0.000000000000000,6/10/2025 8:31:04,21,445,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,86.424116010523946,-81.673971924504841,29.176141084015395,0.000000000000000,6/10/2025 8:31:04,21,687,,,External,
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,267.795948632885370,-81.708720217660286,29.219905918488923,0.000000000000000,6/10/2025 8:31:04,21,906,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,181.977066461187405,-81.707716092513806,29.221182461206464,0.000000000000000,6/10/2025 8:31:04,21,1005,Division C,FFT2,External,67
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.224859426695616,-81.661995554594228,29.206375447942943,0.000000000000000,6/10/2025 8:31:04,21,1118,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709836807158410,-81.700391557572161,29.238352942937759,0.000000000000000,6/10/2025 8:31:04,21,1207,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,170.537587369263349,-81.713194589546561,29.199765165472570,0.000000000000000,6/10/2025 8:31:04,21,2248,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.425810052928398,-81.660712390262603,29.201136475955533,0.000000000000000,6/10/2025 8:31:04,21,3016,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.054938113245043,-81.709413399954329,29.222020089762644,0.000000000000000,6/10/2025 8:31:04,21,3102,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119764316534,-81.662216847377962,29.205367613250370,0.000000000000000,6/10/2025 8:31:04,21,3213,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.084750971980498,-81.661478002819720,29.205052131438844,0.000000000000000,6/10/2025 8:31:04,21,3335,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.962735795789797,-81.661036476365965,29.204174424642616,0.000000000000000,6/10/2025 8:31:04,21,3450,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,355.529448615399644,-81.660400782656865,29.202985204774020,0.000000000000000,6/10/2025 8:31:04,21,3563,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,6.846625075219777,-81.650333440522843,29.226043099297442,0.000000000000000,6/10/2025 8:31:04,21,3659,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.381822996620201,-81.708591677726275,29.222500896836742,0.000000000000000,6/10/2025 8:31:04,21,3681,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,4.136076081633050,-81.650348830460274,29.226162894581080,0.000000000000000,6/10/2025 8:31:04,21,3776,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.181546309653413,-81.660647692697538,29.202445820227307,0.000000000000000,6/10/2025 8:31:04,21,3815,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.443997357691217,-81.709314401118448,29.223837779720252,0.000000000000000,6/10/2025 8:31:04,21,3917,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,175.083917259035218,-81.709046545060289,29.224882186776426,0.000000000000000,6/10/2025 8:31:04,21,4024,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,18.433861619465333,-81.660531978010837,29.201838240463388,0.000000000000000,6/10/2025 8:31:04,21,4119,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,355.916097613942384,-81.660816986501032,29.200636447806755,0.000000000000000,6/10/2025 8:31:05,22,30,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.726591202378700,-81.709673967082281,29.219569106202858,0.000000000000000,6/10/2025 8:31:05,22,99,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784249620416574,-81.716523495359539,29.197914322477022,0.000000000000000,6/10/2025 8:31:05,22,288,,,ArcGIS,93
,6,20.000000000000000,5.555555555555555,Dozer_2,,242.404520250345172,100.619401866120995,-81.705389004075343,29.180027955948400,0.000000000000000,6/10/2025 8:31:05,22,446,,,ArcGIS,98
,6,20.000000000000000,5.555555555555555,Dozer_3,,219.783725561004132,86.424116010523946,-81.673922114718962,29.176143802543621,0.000000000000000,6/10/2025 8:31:05,22,688,,,External,
,2,6.000000000000000,1.666666666666667,"Edwards, O",,99.667623025674317,267.795816161569292,-81.708735178203028,29.219905416724512,0.000000000000000,6/10/2025 8:31:05,22,907,Division C,,ArcGIS,77
,2,6.000000000000000,1.666666666666667,"Evans, L",,113.366157143084450,181.973630867287682,-81.707716608146768,29.221169402164808,0.000000000000000,6/10/2025 8:31:05,22,1006,Division C,FFT2,External,67
,2,6.000000000000000,1.666666666666667,"Gonzalez, G",,78.975456677898720,335.224859426695616,-81.662001828428174,29.206387313886069,0.000000000000000,6/10/2025 8:31:05,22,1119,Division B,FFT2,ArcGIS,86
,1,75.000000000000000,20.833333333333332,Helo_1,,1041.024213156016913,186.709595805236319,-81.700413424362807,29.238190756290884,0.000000000000000,6/10/2025 8:31:05,22,1208,,,ADS-B,
,1,75.000000000000000,20.833333333333332,Helo_2,,739.644890110157348,174.215352627715106,-81.713163822248063,29.199604021036382,0.000000000000000,6/10/2025 8:31:05,22,2249,,,ADS-B,
,2,6.000000000000000,1.666666666666667,"Johns, P",,71.129522073744042,356.422378960280582,-81.660713323612200,29.201149519514999,0.000000000000000,6/10/2025 8:31:05,22,3017,Division B,FFT2,ArcGIS,64
,2,6.000000000000000,1.666666666666667,"Morris, D",,111.055117718423773,209.053268485637886,-81.709420670918234,29.222008667800676,0.000000000000000,6/10/2025 8:31:05,22,3103,Division C,CRWB,ArcGIS,94
,2,6.000000000000000,1.666666666666667,"Nelson, Z",,122.218796477908967,331.928119764316534,-81.662223892864731,29.205379144491747,0.000000000000000,6/10/2025 8:31:05,22,3214,Division B,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Parker, H",,115.051060115438574,319.084750971980498,-81.661487808829335,29.205062007437327,0.000000000000000,6/10/2025 8:31:05,22,3336,Division B,FFT1,ArcGIS,62
,2,6.000000000000000,1.666666666666667,"Perez, L",,96.236207436970574,338.962735795789797,-81.661041850986322,29.204186622526368,0.000000000000000,6/10/2025 8:31:05,22,3451,Division B,DIVS,ArcGIS,93
,2,6.000000000000000,1.666666666666667,"Phillips, P",,96.893172269069808,355.529448615399644,-81.660404030066601,29.202997961888482,0.000000000000000,6/10/2025 8:31:05,22,3564,Division B,FFT1,ArcGIS,81
,2,6.000000000000000,1.666666666666667,"Ramirez, L",,22.442373375251503,0.000000000000000,-81.650333440522843,29.226056164773283,0.000000000000000,6/10/2025 8:31:05,22,3660,Division A,FFT1,ArcGIS,49
,2,6.000000000000000,1.666666666666667,"Reed, O",,95.336095388210722,169.379077726120215,-81.708588919000050,29.222488054343660,0.000000000000000,6/10/2025 8:31:05,22,3682,Division C,DIVS,ArcGIS,82
,2,6.000000000000000,1.666666666666667,"Richardson, E",,39.675289751446471,4.635463426902646,-81.650347620429613,29.226175917707899,0.000000000000000,6/10/2025 8:31:05,22,3777,Division A,FFT1,ArcGIS,83
,2,6.000000000000000,1.666666666666667,"Roberts, S",,102.412579713392844,3.178113874628679,-81.660646861755893,29.202458869109101,0.000000000000000,6/10/2025 8:31:05,22,3816,Division B,FFT1,ArcGIS,66
,2,6.000000000000000,1.666666666666667,"Rogers, J",,107.656554631060374,163.443997357691217,-81.709310134120841,29.223825254905464,0.000000000000000,6/10/2025 8:31:05,22,3918,Division C,FFT1,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Sanchez, W",,95.366172615094229,187.124163566458435,-81.709043943539214,29.224869319494928,0.000000000000000,6/10/2025 8:31:05,22,4025,Division C,FFT2,ArcGIS,67
,2,6.000000000000000,1.666666666666667,"Turner, A",,59.428575269841538,18.433861680214662,-81.660527242990980,29.201850639366235,0.000000000000000,6/10/2025 8:31:05,22,4120,Division B,FFT2,ArcGIS,73
,2,6.000000000000000,1.666666666666667,"Adams, M",,58.243619250421602,355.912423775126399,-81.660818052801275,29.200649483588276,0.000000000000000,6/10/2025 8:31:06,23,31,Division B,CRWB,External,93
,2,6.000000000000000,1.666666666666667,"Cook, V",,180.678778073161368,262.723616646826258,-81.709688818928853,29.219567451158788,0.000000000000000,6/10/2025 8:31:06,23,100,Division C,FFT1,ArcGIS,81
,6,20.000000000000000,5.555555555555555,Dozer_1,,158.193175746992551,190.784056661258262,-81.716532833346918,29.197871526890900,0.000000000000000,6/10/2025 8:31:06,23,289,,,ArcGIS,93
